group	fill
1	#F0E9F9
2	#E2D7F3
3	#D8C8EF
4	#DDCFF1
5	#BFA8E5
6	#DDCFF1
7	#D1BFED
8	#E5DAF4
9	#D3C1ED
10	#F5F0FB
11	#ECE3F7
12	#F2EDFA
13	#E8DFF6
14	#FFFDFD
15	#FFECE6
16	#FFDED4
17	#FFC5B4
18	#ECE4F7
19	#E8DEF6
20	#DBCDF1
21	#E6DBF5
22	#E2D7F3
23	#DBCDF1
24	#E1D5F3
25	#F4EFFB
26	#F4EFFA
27	#E1D4F3
28	#E6DBF5
29	#B89EE2
30	#B89FE2
31	#C8B4E9
32	#C5B0E8
33	#AC90DD
34	#C4AFE7
35	#DACBF0
36	#F2EDFA
37	#DFD2F2
38	#D2C0ED
39	#E3D8F4
40	#EFE8F9
41	#F5F1FB
42	#EFE8F9
43	#ECE4F7
44	#E5DAF4
45	#D5C5EE
46	#D8C9EF
47	#E4D9F4
48	#E1D4F3
49	#F4EFFB
50	#D9C9F0
51	#D8C9EF
52	#B9A0E3
53	#B89EE2
54	#B89EE2
55	#CDBAEB
56	#C5B0E8
57	#B298E0
58	#C4AFE7
59	#E0D4F3
60	#F6F2FB
61	#E1D5F3
62	#D2C0ED
63	#F5F1FB
64	#F0EAF9
65	#FFFDFD
66	#EFE8F9
67	#EBE3F7
68	#E3D7F4
69	#D5C5EE
70	#CCB9EA
71	#D9CAF0
72	#E1D5F3
73	#FDFDFE
74	#D2C0ED
75	#D5C4EE
76	#BCA4E4
77	#CAB5E9
78	#D5C4EE
79	#D4C3EE
80	#B69CE1
81	#CEBBEB
82	#C8B4E9
83	#D8C8EF
84	#ECE4F8
85	#DDCFF1
86	#D3C2ED
87	#FFE9E2
88	#FFDCD2
89	#FFEAE4
90	#EBE2F7
91	#EBE3F7
92	#E6DCF5
93	#DACBF0
94	#D6C6EF
95	#D4C4EE
96	#CEBBEB
97	#FBFAFD
98	#C8B4E9
99	#C8B4E9
100	#BDA5E4
101	#DACBF0
102	#D3C2ED
103	#BEA6E5
104	#C2ACE7
105	#DCCEF1
106	#CFBCEC
107	#D3C1ED
108	#ECE4F8
109	#DDCFF1
110	#E6DBF5
111	#FFF5F2
112	#FFC5B4
113	#FFC7B7
114	#E5DAF5
115	#E9E0F6
116	#D4C4EE
117	#D9CAF0
118	#CFBDEC
119	#D3C2ED
120	#CEBBEB
121	#ECE3F7
122	#D0BEEC
123	#D1BFEC
124	#DED0F2
