group	x	y
1	21.9	1.38333333333333
2	22.4	0.783333333333321
3	23.4	1.68333333333333
4	21.9	1.45
5	18.1	-0.0166666666666799
6	16.2	-1.51666666666665
7	15.2	-0.899999999999995
8	14.2	-1.31666666666666
9	14.2	-1
10	14.2	-0.416666666666666
11	16.7	1.16666666666667
12	18.1	0.399999999999995
13	20.5	-0.0166666666666515
14	20.5	-1.11666666666666
15	20.1	-1.61666666666669
16	19.6	-0.850000000000012
17	14.7	-3.41666666666666
18	16.2	-1.51666666666665
19	14.7	-1.4
20	15.7	0.183333333333337
21	15.2	0
22	13.2	-1.41666666666667
23	13.7	-1.83333333333333
24	16.7	-0.999999999999982
25	20.5	-0.0166666666666515
26	22.4	0.783333333333321
27	21.9	0.183333333333326
28	21	0.550000000000022
29	20.5	2.38333333333335
30	20.1	2.38333333333333
31	18.1	1.99999999999998
32	18.1	2.58333333333331
33	16.7	1.5
34	16.2	1.58333333333333
35	16.7	1.16666666666667
36	18.1	0.399999999999995
37	20.5	-0.0166666666666515
38	22.9	1.28333333333332
39	22.9	1.18333333333333
40	21	0.550000000000022
41	19.6	1.48333333333332
42	19.1	1.38333333333333
43	16.7	0.600000000000005
44	15.2	-0.316666666666663
45	15.2	0
46	13.7	-0.916666666666666
47	14.2	-1.33333333333333
48	18.1	0.399999999999995
49	19.6	-0.916666666666686
50	20.5	-1.11666666666666
51	21	-0.716666666666651
52	19.1	-1.35000000000001
53	16.7	-1.41666666666666
54	17.1	-0.616666666666674
55	15.2	-0.899999999999995
56	14.2	-1.31666666666666
57	14.7	-0.5
58	15.7	1.08333333333333
59	16.2	0.666666666666666
60	17.1	-0.600000000000005
61	20.1	-0.416666666666686
62	21	-0.616666666666657
63	21	-0.716666666666651
64	20.1	-0.350000000000012
65	19.1	0.98333333333332
66	17.6	-0.116666666666674
67	16.7	0.600000000000005
68	15.7	0.183333333333337
69	15.2	0
70	14.7	0.0833333333333339
71	15.7	0.166666666666666
72	18.1	0.399999999999995
