group	fill
1	#FFD6CA
2	#FFBEAB
3	#FFF4F0
4	#FFE8E0
5	#FFE6DE
6	#FFE1D7
7	#FFF0EB
8	#FFE1D7
9	#FFDFD5
10	#FFBEAC
11	#FFD0C2
12	#FFE1D7
13	#FFDED4
14	#FFFDFD
15	#FDFCFE
16	#D9C9F0
17	#EEE7F8
18	#FFDCD2
19	#FFD2C4
20	#FFC8B8
21	#FFA993
22	#FFB09B
23	#FFA48D
24	#FFA68F
25	#FFF2EE
26	#FFA28A
27	#FFB4A0
28	#FFC6B6
29	#FFBBA8
30	#FFBDAB
31	#FFD5C8
32	#FFD9CD
33	#FFC9B9
34	#FFE9E2
35	#FFEBE5
36	#FFF3F0
37	#FFE6DE
38	#FFFDFC
39	#F6F2FB
40	#EDE5F8
41	#F7F4FC
42	#FFE7DF
43	#FFD9CE
44	#FFC4B3
45	#FFCFC1
46	#FFD3C5
47	#FFD7CB
48	#FFB8A5
49	#FFF2EE
50	#FFB29D
51	#FFA58E
52	#FFBEAC
53	#FFBBA8
54	#FFC9B9
55	#FFE7DF
56	#FFD9CD
57	#FFCBBC
58	#FFE9E2
59	#FFE8E0
60	#FFF0EB
61	#FFE2D9
62	#FFFDFC
63	#F5F1FB
64	#F6F3FC
65	#FFFCFB
66	#FFE7DF
67	#FFD3C6
68	#FFC9B9
69	#FFCFC1
70	#FFE2D9
71	#FFCDBF
72	#FFB9A6
73	#FFF2EE
74	#FFA992
75	#FFB39F
76	#FFC8B8
77	#FFC4B4
78	#FFB19C
79	#FFD5C8
80	#FFC3B2
81	#FFC6B6
82	#FFEAE4
83	#FFF3EF
84	#FFF5F2
85	#FFECE6
86	#F3EEFA
87	#FAF7FD
88	#FEFDFF
89	#FFF8F5
90	#FFDDD2
91	#FFD2C4
92	#FFD0C2
93	#FFD3C5
94	#FFE2D9
95	#FFB4A0
96	#FFB49F
97	#FFFBF9
98	#FFB49F
99	#FFBAA6
100	#FFCEC0
101	#FFCFC0
102	#FFC9B9
103	#FFD3C6
104	#FFC6B5
105	#FFD4C7
106	#FFEBE5
107	#FFEFEB
108	#F9F7FD
109	#FFECE6
110	#FCFAFE
111	#FAF7FD
112	#F6F3FC
113	#FFF9F7
114	#FFF2EE
115	#FFCBBC
116	#FFCDBE
117	#FFE5DD
118	#FFD5C9
119	#FFA790
120	#FFAA94
121	#FFF8F6
122	#FFC6B6
123	#FFC6B6
124	#FFC6B5
125	#FFDFD5
126	#FFD7CB
127	#FFDCD2
128	#FFD7CB
129	#FFD0C2
130	#FFEDE7
131	#FFF4F0
132	#FFF4F0
133	#EAE2F7
134	#EDE5F8
135	#F7F4FC
136	#F6F3FC
137	#FFF9F7
138	#FFEAE3
139	#FFDED4
140	#FFC1B0
141	#FFC4B3
142	#FFDED4
143	#FFDACF
144	#FFC2B1
145	#FFF8F6
146	#FFE0D6
147	#FFDDD3
148	#FFCBBC
149	#FFCABA
150	#FFD6CA
151	#FFDACE
152	#FFE1D8
153	#FFDACF
154	#FFE6DE
155	#FFEFEA
156	#FFE3DB
157	#FDFCFE
158	#F5F1FB
159	#FFECE6
160	#FFFBF9
161	#FFEBE4
162	#FFEDE7
163	#FFD0C2
164	#FFD1C3
165	#FFCDBE
166	#CAB5E9
167	#F0EAF9
168	#FFDACF
169	#FFFAF8
170	#FFF8F6
171	#FFC4B3
172	#FFE1D8
173	#FFE0D7
174	#FFDCD1
175	#FFD4C7
176	#FFE3DB
177	#FFE5DC
178	#F9F7FD
179	#F9F6FC
180	#FFDDD3
181	#F9F7FD
182	#FFF5F2
183	#FFECE6
184	#FFFDFC
185	#FFD5C9
186	#FFD3C5
187	#FFE6DE
188	#FFEEE9
189	#DFD2F2
