group	fill
1	#F3EEFA
2	#E7DEF6
3	#E6DBF5
4	#F1EBF9
5	#CEBBEB
6	#E2D6F3
7	#DDCFF1
8	#F2ECFA
9	#EDE6F8
10	#D6C6EE
11	#E5DAF5
12	#EDE5F8
13	#DED1F2
14	#FFFFFE
15	#FFDCD2
16	#FFA891
17	#FF7E63
18	#E6DBF5
19	#E8DEF6
20	#EEE7F8
21	#EDE6F8
22	#EAE1F7
23	#E6DBF5
24	#D2C0ED
25	#FAF8FD
26	#D4C3EE
27	#CAB7EA
28	#A182D9
29	#B79EE2
30	#CBB7EA
31	#BDA5E4
32	#C3ADE7
33	#E0D3F3
34	#EFE8F9
35	#E8DFF6
36	#F7F4FC
37	#EBE2F7
38	#F6F2FB
39	#FFE1D8
40	#FFF7F4
41	#FFDED4
42	#F9F7FD
43	#ECE3F7
44	#E0D3F2
45	#E3D7F4
46	#E2D6F3
47	#D5C4EE
48	#EAE2F7
49	#FAF8FD
50	#EEE7F8
51	#CEBBEB
52	#A486DA
53	#B79EE2
54	#CEBCEB
55	#B59BE1
56	#C3ADE7
57	#C6B0E8
58	#EFE8F9
59	#EBE2F7
60	#FFFCFB
61	#F4EFFA
62	#F6F2FB
63	#FFE2D9
64	#FFFAF8
65	#FFFDFD
66	#F9F7FD
67	#EDE6F8
68	#E3D8F4
69	#E3D7F4
70	#DED0F2
71	#E4D9F4
72	#E7DEF6
73	#FFF9F7
74	#D8C9EF
75	#D3C2ED
76	#C1AAE6
77	#DFD2F2
78	#C8B3E9
79	#CEBBEB
80	#E4D9F4
81	#E1D5F3
82	#DED1F2
83	#E5DAF5
84	#FFFEFD
85	#E1D4F3
86	#F0E9F9
87	#FFE0D6
88	#FFF3F0
89	#FFEBE5
90	#F4EFFA
91	#ECE4F8
92	#D9CAF0
93	#E3D7F4
94	#C8B4E9
95	#CEBBEB
96	#E0D3F3
97	#FAF7FD
98	#BDA5E4
99	#C2ABE6
100	#B69CE1
101	#BBA2E3
102	#D2C0ED
103	#DED1F2
104	#D8C8EF
105	#E4D9F4
106	#E3D7F4
107	#E3D8F4
108	#FFFDFC
109	#E1D4F3
110	#FFFEFE
111	#FFEDE7
112	#FFD8CC
113	#FFD3C5
114	#F7F3FC
115	#F1EBFA
116	#DACBF0
117	#CBB8EA
118	#C0AAE6
119	#CDBAEB
120	#C3ADE7
121	#FDFCFE
122	#C4AEE7
123	#CDBAEB
124	#C4AFE7
125	#E3D8F4
126	#C5AFE8
127	#D0BEEC
128	#CBB7EA
129	#D4C4EE
130	#DBCDF1
131	#DCCEF1
132	#FFFAF8
133	#EFE9F9
134	#F9F6FC
135	#FFFCFB
136	#FFD8CC
137	#FFD3C5
138	#FCFBFE
139	#F7F4FC
140	#D5C5EE
141	#C7B2E8
142	#D6C6EE
143	#E5DBF5
144	#C4AEE7
145	#FEFEFF
146	#FFF7F5
147	#D6C6EE
148	#B69DE2
149	#DFD2F2
150	#C1ABE6
151	#DED0F2
152	#CAB5E9
153	#DED1F2
154	#E0D4F3
155	#DED1F2
156	#FFE8E1
157	#E6DCF5
158	#DBCCF0
159	#EAE1F7
160	#FFF8F6
161	#FFDED4
162	#FFF7F4
163	#F1EBF9
164	#E7DDF5
165	#E8DFF6
166	#FFF8F6
167	#FFDCD1
168	#FFDCD1
169	#FFFAF8
170	#FFC2B1
171	#FFE7E0
172	#FFFFFF
173	#E3D7F4
174	#CCB9EA
175	#D9CAF0
176	#D1BFEC
