group	fill
1	#FF8F75
2	#FF886E
3	#FF8469
4	#FF8166
5	#FF8166
6	#FF8469
7	#FF8A70
8	#FF8D73
9	#FF947B
10	#FFA28B
11	#FFA790
12	#FF8F75
13	#FFA58E
14	#FFA28B
15	#FF9B83
16	#FFA28B
17	#FFBCAA
18	#FF8D73
19	#FF886E
20	#FF886E
21	#FF8A70
22	#FF8469
23	#FF866B
24	#FF866B
25	#FFA28B
26	#FF8469
27	#FF7C61
28	#FF7C61
29	#FF866B
30	#FF7F64
31	#FF7F64
32	#FF8D73
33	#FF866B
34	#FF886E
35	#FF9278
36	#FFA088
37	#FF9B83
38	#FFA58E
39	#FFBAA7
40	#FFC9B9
41	#FFDACE
42	#FF9980
43	#FF947B
44	#FF8F75
45	#FF866B
46	#FF8469
47	#FF8469
48	#FF866B
49	#FFA28B
50	#FF8469
51	#FF7A5F
52	#FF7A5F
53	#FF866B
54	#FF866B
55	#FF7F64
56	#FF8D73
57	#FF8D73
58	#FF886E
59	#FF9278
60	#FFA088
61	#FF9278
62	#FFA58E
63	#FFBCAA
64	#FFCDBF
65	#FFDFD5
66	#FF9980
67	#FF947B
68	#FF8D73
69	#FF866B
70	#FF8166
71	#FF8166
72	#FF8166
73	#FFA28B
74	#FF866B
75	#FF7C61
76	#FF755A
77	#FF7A5F
78	#FF8166
79	#FF886E
80	#FF886E
81	#FF866B
82	#FF8A70
83	#FF8A70
84	#FF9E86
85	#FF8F75
86	#FFA088
87	#FFBCAA
88	#FFD0C2
89	#FFE4DC
90	#FF9980
91	#FF9278
92	#FF886E
93	#FF866B
94	#FF8469
95	#FF8469
96	#FF866B
97	#FFA58E
98	#FF886E
99	#FF8166
100	#FF755A
101	#FF7C61
102	#FF866B
103	#FF8D73
104	#FF866B
105	#FF8469
106	#FF886E
107	#FF8D73
108	#FF9E86
109	#FF8F75
110	#FFA58E
111	#FFBCAA
112	#FFCBBC
113	#FFE4DC
114	#FF9980
115	#FF8F75
116	#FF8A70
117	#FF8A70
118	#FF886E
119	#FF8D73
120	#FF886E
121	#FFA58E
122	#FF8F75
123	#FF886E
124	#FF7F64
125	#FF886E
126	#FF866B
127	#FF8166
128	#FF8469
129	#FF8469
130	#FF886E
131	#FF8F75
132	#FF9E86
133	#FF9B83
134	#FFA58E
135	#FFA790
136	#FFCBBC
137	#FFE4DC
138	#FF977E
139	#FF8F75
140	#FF8F75
141	#FF8D73
142	#FF9278
143	#FF8F75
144	#FF947B
145	#FFA58E
146	#FFAE99
147	#FF8F75
148	#FF8D73
149	#FF886E
150	#FF866B
151	#FF8469
152	#FF8166
153	#FF8469
154	#FF8A70
155	#FF8F75
156	#FF9B83
157	#FF9278
158	#FF947B
159	#FF9980
160	#FFC3B2
161	#FFDACE
162	#FF977E
163	#FF977E
164	#FF9B83
165	#FF947B
166	#FFA28B
167	#FFBFAD
168	#FFBFAD
169	#FFA28B
170	#FFAC96
171	#FFB09B
172	#FFA28B
173	#FF947B
174	#FF866B
175	#FF866B
176	#FF8469
177	#FF8469
178	#FF886E
179	#FF9278
180	#FF9B83
181	#FF947B
182	#FF9980
183	#FF9980
184	#FFA28B
185	#FFC9B9
186	#FF977E
187	#FF9B83
188	#FFDCD2
189	#FFB5A1
190	#FFA790
191	#FF9B83
192	#FF9B83
193	#FF9E86
194	#FF9278
195	#FFA28B
196	#FFA58E
197	#FF8F75
198	#FF886E
199	#FF886E
200	#FF8469
201	#FF8469
202	#FF886E
203	#FF9278
204	#FF9B83
205	#FF9980
206	#FFA088
207	#FFA088
208	#FFA28B
209	#FFA58E
210	#FF9980
211	#FFDCD2
212	#FFB09B
213	#FFA58E
214	#FF9980
215	#FF977E
216	#FF9278
217	#FF9980
218	#FF947B
219	#FF886E
220	#FF977E
221	#FF9E86
222	#FF8166
223	#FF866B
224	#FF8469
225	#FF8F75
226	#FF8A70
227	#FF9278
228	#FF947B
229	#FF9980
230	#FF9E86
231	#FFA993
232	#FFAC96
233	#FFA993
234	#FFA993
235	#FFE4DC
236	#FFA088
237	#FF9B83
238	#FF9B83
239	#FF9B83
240	#FF947B
241	#FF9278
242	#FF977E
243	#FF8A70
244	#FF7258
245	#FF8A70
246	#FF8A70
247	#FF866B
248	#FF866B
249	#FF8A70
250	#FF8A70
251	#FF9278
252	#FFC9B9
253	#FF9B83
254	#FF9E86
255	#FFA790
256	#FFAE99
257	#FFA993
258	#FFEBE5
259	#FFA58E
260	#FF9B83
261	#FFA088
262	#FFA28B
263	#FF9B83
264	#FF9B83
265	#FF8F75
266	#FF886E
267	#FF866B
268	#FF8166
269	#FF7F64
270	#FF8166
271	#FF886E
272	#FF8D73
273	#FF947B
274	#FF9980
275	#FF977E
276	#FF8F75
277	#FF977E
278	#FF8F75
279	#FF9B83
280	#FFA28B
281	#FFC9B9
282	#FF8F75
283	#FF8D73
284	#FF8A70
285	#FF886E
286	#FF886E
287	#FF866B
288	#FF886E
289	#FFC3B2
290	#FF977E
291	#FF8D73
292	#FF755A
293	#FF6D53
294	#FF866B
295	#FF866B
296	#FF866B
297	#FF8A70
298	#FF8D73
299	#FF9278
300	#FFC9B9
301	#FF9B83
302	#FFA088
303	#FFA790
304	#FFAE99
305	#FFB09B
306	#FFA790
307	#FF8F75
308	#FF9980
309	#FF9B83
310	#FF9B83
311	#FF9980
312	#FF947B
313	#FF947B
314	#FF8F75
315	#FF9E86
316	#FF8F75
317	#FF755A
318	#FF886E
319	#FF8469
320	#FF866B
321	#FF886E
322	#FF8D73
323	#FF9278
