group	fill
1	#FF977E
2	#FF8F75
3	#FF8A70
4	#FF866B
5	#FF8A70
6	#FF8166
7	#FF8469
8	#FF8469
9	#FF8F75
10	#FF9980
11	#FFA28B
12	#FF947B
13	#FF8469
14	#FF6147
15	#FF402E
16	#FF3929
17	#FF533C
18	#FF9278
19	#FF8F75
20	#FF8F75
21	#FF8A70
22	#FF8A70
23	#FF8F75
24	#FF9278
25	#FFA790
26	#FF9278
27	#FF8F75
28	#FF8A70
29	#FF8F75
30	#FF886E
31	#FF9278
32	#FFA28B
33	#FF8D73
34	#FF8A70
35	#FF7F64
36	#FFA58E
37	#FF7F64
38	#FF866B
39	#FF8469
40	#FF8469
41	#FF8A70
42	#FFA58E
43	#FFA088
44	#FF9E86
45	#FF9E86
46	#FF9980
47	#FF977E
48	#FF9B83
49	#FFA790
50	#FF9980
51	#FF9278
52	#FF947B
53	#FF8F75
54	#FF8A70
55	#FF9B83
56	#FFA28B
57	#FF977E
58	#FF8A70
59	#FF7C61
60	#FFA790
61	#FF7F64
62	#FF866B
63	#FF866B
64	#FF8A70
65	#FF886E
66	#FFA58E
67	#FFA28B
68	#FFA088
69	#FF9E86
70	#FF9E86
71	#FF9B83
72	#FF9B83
73	#FFA790
74	#FF9E86
75	#FF947B
76	#FF947B
77	#FF8A70
78	#FF977E
79	#FFA28B
80	#FF947B
81	#FF8469
82	#FF886E
83	#FF7C61
84	#FFA993
85	#FF8166
86	#FF8469
87	#FF8166
88	#FF866B
89	#FF8F75
90	#FFA790
91	#FFA58E
92	#FFA28B
93	#FFA088
94	#FFA088
95	#FFA28B
96	#FFA58E
97	#FFA993
98	#FFA088
99	#FF977E
100	#FF947B
101	#FF9278
102	#FF9278
103	#FF9B83
104	#FF8F75
105	#FF7F64
106	#FF8166
107	#FF8166
108	#FFAC96
109	#FF8166
110	#FF866B
111	#FF8469
112	#FF7F64
113	#FF9278
114	#FFA993
115	#FFA790
116	#FFA993
117	#FFA58E
118	#FFA790
119	#FFA993
120	#FFA790
121	#FFAE99
122	#FF9E86
123	#FF947B
124	#FF8D73
125	#FF9B83
126	#FF866B
127	#FF8A70
128	#FF866B
129	#FF7A5F
130	#FF7C61
131	#FF8166
132	#FFAE99
133	#FF886E
134	#FF8469
135	#FF886E
136	#FF7F64
137	#FF9278
138	#FFAC96
139	#FFAC96
140	#FFAC96
141	#FFA993
142	#FFA993
143	#FFA088
144	#FFA993
145	#FFB09B
146	#FFA58E
147	#FF977E
148	#FF947B
149	#FF9980
150	#FF886E
151	#FF886E
152	#FF8469
153	#FF7F64
154	#FF8469
155	#FF7F64
156	#FFAC96
157	#FF8469
158	#FF866B
159	#FF866B
160	#FF8A70
161	#FF8A70
162	#FFAC96
163	#FFAE99
164	#FFAC96
165	#FFAC96
166	#FFA58E
167	#FFAE99
168	#FFAC96
169	#FFAE99
170	#FFA58E
171	#FFA993
172	#FFA993
173	#FF977E
174	#FF866B
175	#FF886E
176	#FF8469
177	#FF8469
178	#FF8166
179	#FF7F64
180	#FFAC96
181	#FF866B
182	#FF866B
183	#FF866B
184	#FF8A70
185	#FF8D73
186	#FFB09B
187	#FFA993
188	#FFBAA7
189	#FFAE99
190	#FFA993
191	#FF9B83
192	#FF9B83
193	#FFB39E
194	#FF977E
195	#FFA28B
196	#FF9E86
197	#FF947B
198	#FF886E
199	#FF866B
200	#FF8469
201	#FF866B
202	#FF7F64
203	#FF7F64
204	#FFAE99
205	#FF8469
206	#FF866B
207	#FF8A70
208	#FF8A70
209	#FF8A70
210	#FFB09B
211	#FFCBBC
212	#FFA790
213	#FFA088
214	#FF977E
215	#FF9980
216	#FF977E
217	#FFB09B
218	#FF9980
219	#FF9278
220	#FF9B83
221	#FF9B83
222	#FF8469
223	#FF866B
224	#FF866B
225	#FF8A70
226	#FF8166
227	#FF8166
228	#FFAE99
229	#FF8166
230	#FF886E
231	#FF886E
232	#FF8F75
233	#FF9278
234	#FFA993
235	#FFC1B0
236	#FFA088
237	#FF9980
238	#FF9980
239	#FF977E
240	#FF9980
241	#FFC1B0
242	#FF977E
243	#FF977E
244	#FF9278
245	#FF977E
246	#FF8F75
247	#FF866B
248	#FF866B
249	#FF866B
250	#FF8166
251	#FF866B
252	#FFD4C8
253	#FF8469
254	#FF886E
255	#FF886E
256	#FF8D73
257	#FF9278
258	#FFCBBC
259	#FFAC96
260	#FF9980
261	#FF9980
262	#FF9980
263	#FF977E
264	#FF9980
265	#FF977E
266	#FF9278
267	#FF8D73
268	#FF886E
269	#FF8A70
270	#FF8166
271	#FF8469
272	#FF866B
273	#FF8F75
274	#FF9B83
275	#FF8166
276	#FF947B
277	#FF6B50
278	#FF5940
279	#FF402E
280	#FF3929
281	#FF694E
