group	x	y
1	21.9	-0.666666666666668
2	24.7	0.0500000000000114
3	26.1	0.0999999999999837
4	26.5	-0.183333333333326
5	25.6	-1.45
6	27	-0.583333333333304
7	27	-0.583333333333314
8	26.1	-0.650000000000006
9	25.6	0.283333333333314
10	21	-0.949999999999989
11	19.6	-0.850000000000012
12	22.9	-0.0666666666666629
13	28.3	1.71666666666665
14	33.5	1.7666666666667
15	34.8	-0.900000000000027
16	33.9	-1.98333333333334
17	28.3	-3.11666666666669
18	23.8	0.0666666666666522
19	24.7	0.283333333333342
20	25.2	0.250000000000018
21	25.2	-0.199999999999989
22	25.2	-0.349999999999994
23	24.7	-0.25
24	24.3	0.0999999999999837
25	18.6	-0.483333333333338
26	21.5	-1.89999999999999
27	23.8	-0.916666666666675
28	22.9	-2.49999999999999
29	27.4	0.950000000000006
30	28.8	1.08333333333331
31	26.1	0.849999999999984
32	23.8	1.71666666666665
33	28.3	0.983333333333309
34	28.3	1.48333333333332
35	28.8	0.699999999999989
36	19.1	-0.566666666666674
37	27.9	0.0166666666666622
38	27.9	0.75
39	27	0.183333333333355
40	26.1	-0.200000000000006
41	23.4	-1.33333333333333
42	18.6	-1.20000000000001
43	19.6	-1.33333333333334
44	20.1	-1.55000000000002
45	21.5	-0.816666666666652
46	22.4	-0.783333333333331
47	21.9	-1.18333333333333
48	21	-1.31666666666665
49	18.6	-0.483333333333338
50	21.5	-1.66666666666666
51	22.9	-1.68333333333333
52	23.4	-1.99999999999999
53	27.4	0.950000000000006
54	29.2	1.85000000000001
55	24.7	1.53333333333334
56	23.8	1.71666666666665
57	27	1.83333333333335
58	28.3	1.48333333333332
59	29.2	0.866666666666674
60	18.1	-0.900000000000006
61	27.9	0.100000000000005
62	27.9	0.75
63	25.6	-0.0166666666666799
64	24.3	-0.650000000000016
65	22.9	-1.73333333333333
66	18.6	-1.20000000000001
67	19.1	-1.36666666666667
68	20.1	-1.23333333333335
69	21.5	-0.816666666666652
70	21.9	-0.800000000000001
71	21.5	-1.13333333333332
72	20.5	-1.79999999999999
73	18.1	-0.566666666666674
74	21	-1.44999999999999
75	23.8	-0.433333333333355
76	24.3	-0.950000000000006
77	26.5	-0.0999999999999766
78	25.2	1.46666666666668
79	21.5	0.0333333333333421
80	27.4	1.86666666666666
81	29.2	1.48333333333335
82	27.9	0.850000000000005
83	29.7	1.00000000000001
84	17.6	-1.31666666666667
85	27.9	0.316666666666674
86	28.8	1.29999999999997
87	25.2	0.0333333333333492
88	23.4	-0.316666666666674
89	21.5	-1.01666666666664
90	18.1	-1.38333333333334
91	18.6	-1.36666666666667
92	19.1	-1.58333333333333
93	20.5	-1.19999999999999
94	21	-0.866666666666657
95	20.5	-0.949999999999978
96	19.1	-2.13333333333334
97	17.6	-0.666666666666668
98	21.5	-0.949999999999989
99	23.8	-0.450000000000017
100	23.8	-1.43333333333334
101	23.4	-1.10000000000001
102	27	2.20000000000002
103	26.1	2.29999999999999
104	27.4	1.4
105	29.7	1.68333333333335
106	28.8	0.616666666666657
107	29.2	1.18333333333335
108	17.6	-0.816666666666674
109	27.9	0.316666666666674
110	27	0.700000000000017
111	24.3	-0.883333333333354
112	23.4	-0.616666666666674
113	18.6	-1.90000000000002
114	18.1	-1.13333333333334
115	18.1	-1.45000000000001
116	19.1	-0.850000000000005
117	20.1	-0.650000000000006
118	19.6	-1.06666666666667
119	18.6	-1.40000000000001
120	19.6	-1.13333333333334
121	17.6	-0.350000000000005
122	21.9	-0.633333333333344
123	23.8	-0.600000000000023
124	23.8	-1.45000000000001
125	20.5	-1.04999999999999
126	27.9	1.66666666666667
127	28.8	1.89999999999999
128	28.3	0.883333333333315
129	30.1	1.55
130	28.8	0.683333333333319
131	29.7	2.11666666666669
132	16.7	-1.08333333333331
133	27	0.700000000000017
134	26.1	0.0333333333333208
135	25.6	0.0666666666666522
136	23.4	-0.616666666666674
137	18.6	-1.90000000000002
138	17.1	-1.56666666666667
139	17.1	-1.70000000000001
140	18.1	-1.03333333333334
141	18.6	-1.10000000000001
142	18.6	-0.783333333333342
143	20.5	-0.566666666666645
144	21	0.583333333333361
145	16.7	-0.549999999999994
146	16.7	-2.13333333333332
147	22.9	-1.55
148	23.8	-0.766666666666691
149	23.8	0.916666666666647
150	28.3	2.38333333333332
151	27.9	1.29999999999999
152	27.9	0.699999999999999
153	28.3	0.883333333333308
154	28.3	1.26666666666665
155	28.8	0.849999999999984
156	16.2	-1.51666666666665
157	27.9	1.06666666666667
158	28.8	1.36666666666666
159	27	0.316666666666681
160	23.8	-0.466666666666686
161	19.6	-2.5
162	16.7	-1.64999999999999
163	16.7	-1.31666666666665
164	18.1	-0.483333333333338
165	18.1	-0.700000000000006
166	21.5	0.816666666666681
167	16.2	-1.01666666666665
168	14.2	-2.21666666666666
169	16.7	-0.449999999999989
170	14.7	-2.09999999999998
171	14.7	-1.54999999999999
172	16.7	-2.13333333333332
173	25.2	2.01666666666667
174	27.9	1.96666666666666
175	27.4	0.649999999999995
176	27.4	0.433333333333326
177	27.9	0.766666666666662
178	27.9	0.616666666666674
179	27.9	-0.0666666666666629
180	16.2	-1.36666666666666
181	28.8	1.44999999999998
182	27.4	0.883333333333336
183	27	0.316666666666681
184	24.7	-0.249999999999982
185	20.5	-2.68333333333331
186	16.7	-0.866666666666664
187	16.7	-1.58333333333333
