group	fill
1	#FF866B
2	#FF8A70
3	#FF8469
4	#FF7F64
5	#FF7A5F
6	#FF7A5F
7	#FF7F64
8	#FF866B
9	#FF8A70
10	#FF947B
11	#FF9B83
12	#FF886E
13	#FF977E
14	#FF947B
15	#FFA28B
16	#FFB39E
17	#FFD4C8
18	#FF886E
19	#FF866B
20	#FF866B
21	#FF8469
22	#FF8166
23	#FF8166
24	#FF8A70
25	#FF947B
26	#FF7F64
27	#FF7C61
28	#FF7A5F
29	#FF7A5F
30	#FF755A
31	#FF775C
32	#FF8A70
33	#FF8166
34	#FF866B
35	#FF8D73
36	#FF9278
37	#FF8A70
38	#FFA088
39	#FFB7A4
40	#FFBCAA
41	#FFC3B2
42	#FF8F75
43	#FF866B
44	#FF8166
45	#FF7A5F
46	#FF775C
47	#FF7A5F
48	#FF7F64
49	#FF947B
50	#FF775C
51	#FF775C
52	#FF755A
53	#FF7A5F
54	#FF755A
55	#FF7A5F
56	#FF8A70
57	#FF866B
58	#FF866B
59	#FF886E
60	#FF9278
61	#FF866B
62	#FFA088
63	#FFB7A4
64	#FFBCAA
65	#FFC3B2
66	#FF8F75
67	#FF886E
68	#FF8166
69	#FF7A5F
70	#FF775C
71	#FF775C
72	#FF7C61
73	#FF977E
74	#FF7C61
75	#FF6D53
76	#FF7055
77	#FF755A
78	#FF8469
79	#FF8A70
80	#FF7F64
81	#FF7C61
82	#FF886E
83	#FF8469
84	#FF947B
85	#FF886E
86	#FF9278
87	#FFB5A1
88	#FFC1B0
89	#FFC6B6
90	#FF8F75
91	#FF8A70
92	#FF7F64
93	#FF755A
94	#FF775C
95	#FF7A5F
96	#FF7F64
97	#FF9980
98	#FF7C61
99	#FF755A
100	#FF694E
101	#FF775C
102	#FF7F64
103	#FF8166
104	#FF8166
105	#FF7C61
106	#FF866B
107	#FF8D73
108	#FF947B
109	#FF886E
110	#FFA28B
111	#FFB5A1
112	#FFBFAD
113	#FFCBBC
114	#FF8F75
115	#FF8469
116	#FF8469
117	#FF7C61
118	#FF7C61
119	#FF7A5F
120	#FF7F64
121	#FF9980
122	#FF7A5F
123	#FF7A5F
124	#FF6B50
125	#FF8469
126	#FF775C
127	#FF755A
128	#FF775C
129	#FF7C61
130	#FF8469
131	#FF8D73
132	#FF9278
133	#FF9B83
134	#FFA58E
135	#FFA088
136	#FFBFAD
137	#FFCBBC
138	#FF8D73
139	#FF886E
140	#FF866B
141	#FF8469
142	#FF8469
143	#FF866B
144	#FF866B
145	#FF9980
146	#FFA28B
147	#FF7C61
148	#FF7F64
149	#FF8469
150	#FF7C61
151	#FF775C
152	#FF775C
153	#FF7F64
154	#FF886E
155	#FF8F75
