group	fill
1	#FF8D73
2	#FF977E
3	#FF8F75
4	#FF886E
5	#FF8469
6	#FF8469
7	#FF866B
8	#FF886E
9	#FF8A70
10	#FF9278
11	#FF9E86
12	#FF8D73
13	#FFA790
14	#FFAE99
15	#FFBAA7
16	#FFCBBC
17	#FFEBE5
18	#FF8D73
19	#FF8A70
20	#FF886E
21	#FF8A70
22	#FF8F75
23	#FF8D73
24	#FF9278
25	#FF9980
26	#FF9278
27	#FF8A70
28	#FF8469
29	#FF886E
30	#FF7C61
31	#FF8A70
32	#FFA790
33	#FF977E
34	#FF977E
35	#FF947B
36	#FF9980
37	#FF977E
38	#FFAC96
39	#FFCDBF
40	#FFDACE
41	#FFEBE5
42	#FF977E
43	#FF947B
44	#FF9278
45	#FF8F75
46	#FF8F75
47	#FF8D73
48	#FF977E
49	#FF9980
50	#FF9278
51	#FF8D73
52	#FF866B
53	#FF886E
54	#FF8469
55	#FF947B
56	#FFA790
57	#FF9B83
58	#FF977E
59	#FF9278
60	#FF9B83
61	#FF9278
62	#FFAC96
63	#FFD4C8
64	#FFDFD5
65	#FFF3F0
66	#FF977E
67	#FF947B
68	#FF9278
69	#FF8F75
70	#FF8D73
71	#FF8F75
72	#FF947B
73	#FF9B83
74	#FF9278
75	#FF8A70
76	#FF7F64
77	#FF866B
78	#FF8F75
79	#FFA088
80	#FF8A70
81	#FF8469
82	#FF9278
83	#FF8D73
84	#FF9B83
85	#FF9278
86	#FFA28B
87	#FFD7CB
88	#FFE9E2
89	#FFF9F7
90	#FF9B83
91	#FF977E
92	#FF8F75
93	#FF8F75
94	#FF8F75
95	#FF9278
96	#FF977E
97	#FF9B83
98	#FF9278
99	#FF886E
100	#FF7C61
101	#FF866B
102	#FF866B
103	#FF8F75
104	#FF866B
105	#FF8469
106	#FF886E
107	#FF977E
108	#FF9E86
109	#FF9278
110	#FFB09B
111	#FFD4C8
112	#FFE6DF
113	#FFFCFB
114	#FF9980
115	#FF947B
116	#FF9278
117	#FF8F75
118	#FF9278
119	#FF9E86
120	#FF977E
121	#FFA088
122	#FF9278
123	#FF8A70
124	#FF7A5F
125	#FF9278
126	#FF7C61
127	#FF7A5F
128	#FF7C61
129	#FF8166
130	#FF8D73
131	#FF947B
132	#FFA088
133	#FFAE99
134	#FFB7A4
135	#FFB39E
136	#FFE6DF
137	#FFFCFB
138	#FF9980
139	#FF9278
140	#FF9278
141	#FF9278
142	#FF9980
143	#FF9E86
144	#FF9B83
145	#FFA28B
146	#FFB7A4
147	#FF977E
148	#FF8166
149	#FF8A70
150	#FF7F64
151	#FF7C61
152	#FF7C61
153	#FF8469
154	#FF947B
155	#FF977E
156	#FF9E86
157	#FF9E86
158	#FF977E
159	#FF9980
160	#FFDACE
161	#FFF6F3
162	#FF977E
163	#FF947B
164	#FFA58E
165	#FFA088
166	#FFA790
167	#FFC6B6
168	#FFD2C5
169	#FFA088
170	#FFB5A1
171	#FFB5A1
172	#FFA993
173	#FF8A70
174	#FF7F64
175	#FF7C61
176	#FF7A5F
177	#FF8166
178	#FF947B
179	#FF8F75
180	#FF9980
181	#FF947B
182	#FF9E86
183	#FF9980
184	#FFAE99
185	#FFDFD5
186	#FF9980
187	#FFA790
188	#FFDFD5
189	#FFCDBF
190	#FFB5A1
191	#FFB09B
192	#FFA28B
193	#FF9980
194	#FF947B
195	#FFA28B
196	#FFA088
197	#FF775C
198	#FF8469
199	#FF7C61
200	#FF7A5F
201	#FF866B
202	#FF8A70
203	#FF8F75
204	#FF947B
205	#FF947B
206	#FFA088
207	#FFA28B
208	#FFA993
209	#FFB09B
210	#FF977E
211	#FFE4DC
212	#FFC1B0
213	#FFB09B
214	#FFA088
215	#FFA58E
216	#FF9980
217	#FF9278
218	#FF9980
219	#FF8469
220	#FF947B
221	#FF8F75
222	#FF7F64
223	#FF7C61
224	#FF7A5F
225	#FF8F75
226	#FF866B
227	#FF8D73
228	#FF977E
229	#FF9278
230	#FFA088
231	#FFA790
232	#FFB09B
233	#FFAE99
234	#FFBCAA
235	#FFDFD5
236	#FFAE99
237	#FFA790
238	#FFA28B
239	#FFA28B
240	#FF9B83
241	#FFA088
242	#FF9E86
243	#FF8D73
244	#FF7A5F
245	#FF886E
246	#FF866B
247	#FF7F64
248	#FF7F64
249	#FF8469
250	#FF866B
251	#FF8D73
252	#FFC6B6
253	#FF977E
254	#FFA088
255	#FFA993
256	#FFB39E
257	#FFAE99
258	#FFD7CB
259	#FFA28B
260	#FFAC96
261	#FFB09B
262	#FFA790
263	#FFA28B
264	#FF9E86
265	#FF8D73
266	#FF947B
267	#FF9278
268	#FF8469
269	#FF7F64
270	#FF8469
271	#FF8469
272	#FF866B
273	#FF8A70
274	#FF8F75
275	#FF9B83
276	#FF8D73
277	#FFA58E
278	#FFB09B
279	#FFBAA7
280	#FFCBBC
281	#FDFCFE
282	#FF8D73
283	#FF8A70
284	#FF8A70
285	#FF8D73
286	#FF8D73
287	#FF8F75
288	#FF947B
289	#FFB5A1
290	#FF9B83
291	#FF947B
292	#FF8469
293	#FF7A5F
294	#FF8469
295	#FF7C61
296	#FF7F64
297	#FF8469
298	#FF866B
299	#FF8D73
300	#FFC6B6
301	#FF947B
302	#FFA088
303	#FFA993
304	#FFB39E
305	#FFB39E
306	#FFB5A1
307	#FF947B
