group	x	y
1	27.9	1.45000000000001
2	27.9	1.06666666666666
3	28.3	0.499999999999972
4	30.9	2.2
5	30.5	1.03333333333336
6	29.2	0.666666666666675
7	27.4	-0.400000000000006
8	27.9	0.100000000000005
9	26.5	0.450000000000017
10	27	-0.149999999999977
11	27	0.466666666666686
12	27.4	0.883333333333326
13	25.6	-0.850000000000005
14	26.1	-0.733333333333349
15	27.4	-0.400000000000006
16	27.9	-0.800000000000001
17	28.3	-1.16666666666669
18	27.4	-1.13333333333334
19	28.3	0.499999999999972
20	28.3	0.499999999999982
21	28.8	2.74999999999997
22	27.9	0.75
23	26.1	-0.433333333333348
24	26.5	-0.0166666666666515
25	26.1	-0.350000000000005
26	27	0.166666666666686
27	27	-0.799999999999983
28	28.8	0.0999999999999766
29	30.5	1.03333333333336
30	28.3	-0.233333333333359
31	29.7	1.90000000000001
32	29.2	1.40000000000002
33	27.9	1.84999999999999
34	28.8	1.64999999999998
35	29.7	3.16666666666668
36	29.2	2.68333333333334
37	28.3	1.84999999999998
38	29.2	2.36666666666667
39	30.1	2.29999999999998
40	29.7	1.00000000000001
41	30.9	1.43333333333334
42	29.2	0.666666666666675
43	27.9	0.0999999999999943
44	28.8	0.999999999999982
45	27.4	1.34999999999999
46	27.9	0.75
47	26.1	-0.433333333333348
48	26.5	-0.0166666666666515
49	25.6	-0.850000000000005
50	26.1	-0.733333333333349
51	27	-0.799999999999983
52	27	-1.69999999999998
53	28.3	-1.16666666666669
54	29.7	1.16666666666668
55	26.5	-1.29999999999998
56	27	-0.799999999999972
57	21	-5.04999999999998
58	25.2	-1.94999999999999
59	23.8	-2.73333333333336
60	24.3	-2.2166666666667
61	25.2	-1.24999999999998
62	24.7	-2.13333333333333
63	27	-0.799999999999983
64	27.9	-0.800000000000001
65	28.3	-1.16666666666669
66	27.4	-1.13333333333334
67	27	-0.799999999999983
68	25.6	-2.20000000000001
69	24.7	-1.34999999999999
70	26.1	-1.05000000000001
71	26.5	-0.0333333333333137
72	25.2	-1.31666666666666
