group	fill
1	#FF9980
2	#FF9B83
3	#FF9278
4	#FF8D73
5	#FF8469
6	#FF8A70
7	#FF8469
8	#FF866B
9	#FF8F75
10	#FF977E
11	#FF9980
12	#FF9980
13	#FF866B
14	#FF6147
15	#FF4D37
16	#FF5B42
17	#FF775C
18	#FF9980
19	#FF977E
20	#FF947B
21	#FF947B
22	#FF9278
23	#FF977E
24	#FF9E86
25	#FFAE99
26	#FFA28B
27	#FF9E86
28	#FF947B
29	#FF9278
30	#FF9278
31	#FFA58E
32	#FFA088
33	#FF886E
34	#FF7F64
35	#FF755A
36	#FFAC96
37	#FF775C
38	#FF775C
39	#FF8469
40	#FF8D73
41	#FF947B
42	#FFAE99
43	#FFAC96
44	#FFAC96
45	#FFAC96
46	#FFA790
47	#FFAC96
48	#FFA993
49	#FFAE99
50	#FFA58E
51	#FFA088
52	#FF9B83
53	#FF9278
54	#FF8D73
55	#FFA58E
56	#FFA088
57	#FF8469
58	#FF7F64
59	#FF7055
60	#FFB09B
61	#FF755A
62	#FF775C
63	#FF886E
64	#FF8D73
65	#FF9278
66	#FFAE99
67	#FFB09B
68	#FFB09B
69	#FFAC96
70	#FFAC96
71	#FFAE99
72	#FFAE99
73	#FFB09B
74	#FFA58E
75	#FFA088
76	#FF9E86
77	#FF977E
78	#FF9B83
79	#FFA993
80	#FF866B
81	#FF755A
82	#FF866B
83	#FF7258
84	#FFB39E
85	#FF775C
86	#FF7A5F
87	#FF886E
88	#FF947B
89	#FF977E
90	#FFB39E
91	#FFB39E
92	#FFB5A1
93	#FFB09B
94	#FFB09B
95	#FFAE99
96	#FFAE99
97	#FFB5A1
98	#FFA993
99	#FFA088
100	#FFA088
101	#FFA088
102	#FF8469
103	#FF866B
104	#FF7F64
105	#FF7258
106	#FF775C
107	#FF755A
108	#FFB7A4
109	#FF775C
110	#FF7C61
111	#FF8469
112	#FF9278
113	#FFA088
114	#FFB5A1
115	#FFB7A4
116	#FFB7A4
117	#FFB39E
118	#FFB09B
119	#FFB09B
120	#FFAE99
121	#FFB7A4
122	#FFA28B
123	#FFA088
124	#FF9E86
125	#FFA28B
126	#FF7C61
127	#FF755A
128	#FF7258
129	#FF755A
130	#FF755A
131	#FF7258
132	#FFB7A4
133	#FF7C61
134	#FF866B
135	#FF7C61
136	#FF9278
137	#FFA088
138	#FFB7A4
139	#FFBAA7
140	#FFB7A4
141	#FFB39E
142	#FFB09B
143	#FFA28B
144	#FFAC96
145	#FFB7A4
146	#FFAE99
147	#FFA088
148	#FF9E86
149	#FF977E
150	#FF7F64
151	#FF7A5F
