group	fill
1	#FF8469
2	#FF866B
3	#FF8166
4	#FF7F64
5	#FF7C61
6	#FF755A
7	#FF7A5F
8	#FF7F64
9	#FF886E
10	#FF9278
11	#FF9B83
12	#FF866B
13	#FF8F75
14	#FF8166
15	#FF866B
16	#FF9278
17	#FFB09B
18	#FF886E
19	#FF8469
20	#FF8166
21	#FF7C61
22	#FF7C61
23	#FF7F64
24	#FF8469
25	#FF9980
26	#FF8D73
27	#FF8469
28	#FF8166
29	#FF6D53
30	#FF6B50
31	#FF775C
32	#FF8469
33	#FF7A5F
34	#FF7A5F
35	#FF7C61
36	#FF977E
37	#FF7F64
38	#FF8D73
39	#FFA58E
40	#FFA790
41	#FFAE99
42	#FF9278
43	#FF886E
44	#FF8469
45	#FF7C61
46	#FF7A5F
47	#FF7F64
48	#FF8A70
49	#FF9980
50	#FF8F75
51	#FF886E
52	#FF8166
53	#FF6D53
54	#FF7055
55	#FF7F64
56	#FF8469
57	#FF7C61
58	#FF7A5F
59	#FF7A5F
60	#FF977E
61	#FF7C61
62	#FF8D73
63	#FFA58E
64	#FFA993
65	#FFAC96
66	#FF9278
67	#FF886E
68	#FF8469
69	#FF7C61
70	#FF7A5F
71	#FF8166
72	#FF8F75
73	#FF9B83
74	#FF8A70
75	#FF8469
76	#FF866B
77	#FF6D53
78	#FF7F64
79	#FF866B
80	#FF7A5F
81	#FF775C
82	#FF7A5F
83	#FF7055
84	#FF977E
85	#FF7A5F
86	#FF8A70
87	#FFA28B
88	#FFA993
89	#FFAE99
90	#FF9278
91	#FF886E
92	#FF7F64
93	#FF7C61
94	#FF7C61
95	#FF886E
96	#FF8F75
97	#FF9B83
98	#FF7F64
99	#FF7258
100	#FF7C61
101	#FF8469
102	#FF7C61
103	#FF7F64
104	#FF7A5F
105	#FF775C
106	#FF755A
107	#FF7A5F
108	#FF9B83
109	#FF7A5F
110	#FF8D73
111	#FF9B83
112	#FFA28B
113	#FFB39E
114	#FF9278
115	#FF886E
116	#FF866B
117	#FF8166
118	#FF886E
119	#FF8D73
120	#FF886E
121	#FF9B83
122	#FF7F64
123	#FF755A
124	#FF775C
125	#FF8A70
126	#FF775C
127	#FF775C
128	#FF755A
129	#FF755A
130	#FF755A
131	#FF7A5F
132	#FF9B83
133	#FF8166
134	#FF8D73
135	#FF8F75
136	#FFA28B
137	#FFB39E
138	#FF947B
139	#FF8D73
140	#FF8A70
141	#FF8A70
142	#FF947B
143	#FF886E
144	#FF8A70
145	#FF9B83
146	#FFA993
147	#FF7A5F
148	#FF775C
149	#FF8166
150	#FF7C61
151	#FF7A5F
152	#FF775C
153	#FF775C
154	#FF755A
155	#FF7C61
156	#FF977E
157	#FF7C61
158	#FF8469
159	#FF866B
160	#FFA088
161	#FFA993
162	#FF947B
163	#FF947B
164	#FFA088
165	#FF977E
166	#FFA58E
167	#FFBCAA
168	#FFBFAD
169	#FF9B83
170	#FFB39E
171	#FFB5A1
172	#FFA088
173	#FF8A70
174	#FF7C61
175	#FF7A5F
176	#FF7A5F
177	#FF775C
178	#FF775C
179	#FF7F64
180	#FF947B
181	#FF8166
182	#FF8D73
183	#FF866B
184	#FF8F75
185	#FFA790
186	#FF947B
187	#FFA28B
188	#FFBFAD
189	#FFB7A4
190	#FFA790
191	#FFA28B
192	#FFA790
193	#FF977E
194	#FFA58E
195	#FFA993
196	#FFA993
197	#FF8A70
198	#FF866B
199	#FF775C
200	#FF7A5F
201	#FF7A5F
202	#FF7C61
203	#FF7F64
204	#FF947B
205	#FF866B
206	#FF9278
207	#FF9278
208	#FF9980
209	#FF947B
210	#FF947B
211	#FFC3B2
212	#FFA58E
213	#FF9B83
214	#FF9B83
215	#FFA088
216	#FFA088
217	#FF9980
218	#FFA790
219	#FF9B83
220	#FF9B83
221	#FF9E86
222	#FF886E
223	#FF775C
224	#FF7A5F
225	#FF8166
226	#FF8166
227	#FF8469
228	#FFA28B
229	#FF8A70
230	#FF947B
231	#FF9B83
232	#FFA58E
233	#FF9E86
234	#FFB39E
235	#FFBCAA
236	#FF9980
237	#FF9B83
238	#FFA28B
239	#FFA28B
240	#FF9E86
241	#FFB39E
242	#FFA58E
243	#FF9E86
244	#FF7F64
245	#FF8D73
246	#FF8166
247	#FF755A
248	#FF7A5F
249	#FF7F64
250	#FF7F64
251	#FF866B
252	#FFB7A4
253	#FF8A70
254	#FF947B
255	#FFA088
256	#FFA790
257	#FF9E86
258	#FFBFAD
259	#FF947B
260	#FF9980
261	#FFA088
262	#FFA58E
263	#FFA088
264	#FFA088
265	#FF866B
266	#FF866B
267	#FF7F64
268	#FF7C61
269	#FF7C61
270	#FF7258
271	#FF775C
272	#FF7F64
273	#FF886E
274	#FF8D73
275	#FF8A70
276	#FF866B
277	#FF8469
278	#FF8A70
279	#FF866B
280	#FF9278
281	#FFBAA7
282	#FF8A70
283	#FF8469
284	#FF8469
285	#FF7F64
286	#FF7A5F
287	#FF7F64
288	#FF866B
289	#FFAE99
290	#FF9E86
291	#FF9B83
292	#FF8166
293	#FF7055
294	#FF775C
295	#FF755A
296	#FF7A5F
297	#FF7F64
298	#FF8166
299	#FF866B
300	#FFB7A4
301	#FF8A70
302	#FF947B
303	#FFA28B
304	#FFA790
305	#FFA58E
306	#FF9980
307	#FF866B
308	#FF9B83
309	#FFA28B
310	#FF9E86
311	#FF9B83
312	#FF9E86
313	#FF8D73
314	#FF9B83
315	#FFA088
316	#FF8A70
317	#FF664C
318	#FF7A5F
319	#FF755A
320	#FF7A5F
321	#FF7C61
322	#FF8166
323	#FF866B
324	#FFA28B
325	#FF8D73
326	#FF977E
327	#FFA28B
328	#FFA993
329	#FFAC96
330	#FF8F75
331	#FF8F75
332	#FF9B83
333	#FFA088
334	#FF9B83
335	#FF9E86
336	#FF9B83
337	#FF7C61
338	#FF947B
339	#FF7A5F
340	#FF8D73
