group	fill
1	#FF947B
2	#FF947B
3	#FF9278
4	#FF886E
5	#FF7C61
6	#FF775C
7	#FF775C
8	#FF7C61
9	#FF866B
10	#FF9278
11	#FF947B
12	#FF9278
13	#FF9B83
14	#FF9E86
15	#FFA993
16	#FFB7A4
17	#FFD4C8
18	#FF8F75
19	#FF8F75
20	#FF8F75
21	#FF8F75
22	#FF9278
23	#FF947B
24	#FF977E
25	#FFB09B
26	#FF9E86
27	#FF947B
28	#FF8D73
29	#FF8166
30	#FF7A5F
31	#FF7F64
32	#FFA790
33	#FF8F75
34	#FF8D73
35	#FF8469
36	#FFB09B
37	#FF866B
38	#FF9980
39	#FFBAA7
40	#FFCDBF
41	#FFDFD5
42	#FFB39E
43	#FFAE99
44	#FFAC96
45	#FFA993
46	#FFA58E
47	#FFA790
48	#FFA993
49	#FFB09B
50	#FF9E86
51	#FF947B
52	#FF8A70
53	#FF8166
54	#FF7C61
55	#FF8A70
56	#FFA790
57	#FF9980
58	#FF8D73
59	#FF8469
60	#FFB5A1
61	#FF886E
62	#FF9980
63	#FFBCAA
64	#FFD0C2
65	#FFE1D8
66	#FFB39E
67	#FFB09B
68	#FFAC96
69	#FFA993
70	#FFA790
71	#FFAC96
72	#FFA993
73	#FFB39E
74	#FF9B83
75	#FF9278
76	#FF866B
77	#FF8469
78	#FF8F75
79	#FFA28B
80	#FF8D73
81	#FF775C
82	#FF8A70
83	#FF8166
84	#FFB7A4
85	#FF866B
86	#FF9278
87	#FFBFAD
88	#FFD4C8
89	#FFE9E2
90	#FFB5A1
91	#FFB09B
92	#FFB09B
93	#FFAC96
94	#FFAC96
95	#FFAC96
96	#FFAC96
97	#FFB7A4
98	#FF977E
99	#FF8D73
100	#FF8166
101	#FF8A70
102	#FF886E
103	#FF9278
104	#FF8166
105	#FF775C
106	#FF7C61
107	#FF8469
108	#FFBAA7
109	#FF866B
110	#FF9980
111	#FFBCAA
112	#FFD2C5
113	#FFE9E2
114	#FFB5A1
115	#FFB5A1
116	#FFB09B
117	#FFAE99
118	#FFB09B
119	#FFB09B
120	#FFAC96
121	#FFBAA7
122	#FF947B
123	#FF886E
124	#FF8166
125	#FF977E
126	#FF775C
127	#FF775C
128	#FF7258
129	#FF755A
130	#FF7C61
131	#FF866B
132	#FFBAA7
133	#FF947B
134	#FFA58E
135	#FF9E86
136	#FFD2C5
137	#FFE9E2
138	#FFB7A4
139	#FFB39E
140	#FFB09B
141	#FFB09B
142	#FFB09B
143	#FFA28B
144	#FFA790
145	#FFBCAA
146	#FFAC96
147	#FF8F75
148	#FF8469
149	#FF8D73
150	#FF7C61
151	#FF7A5F
152	#FF7258
153	#FF7A5F
154	#FF866B
155	#FF866B
156	#FFBFAD
157	#FF8F75
158	#FF886E
159	#FF8D73
160	#FFC3B2
161	#FFE1D8
162	#FFB7A4
163	#FFB5A1
164	#FFA993
165	#FFB39E
166	#FF947B
167	#FFA28B
168	#FFA790
169	#FFBFAD
170	#FFA993
171	#FFB5A1
172	#FFB09B
173	#FF9278
174	#FF8469
175	#FF775C
